country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_Non_Compliance,r_House_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_Giver_Informed_SIA,abs_reason_travelled,abs_reason_market,abs_reason_school,abs_reason_other,abs_reason_farm,abs_reason_in_playground,nc_reason_no_felt_need,nc_reason_nopvconcern,nc_reason_vaccines_safety,nc_reason_religious_cultural,nc_reason_others,nc_reason_too_many_rnd,nc_reason_child_sick,nc_reason_no_care_giver_consent,prct_r_Non_Compliance,prct_r_House_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
UGA,MOROTO,KAABONG,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,26,34,60,25,34,59,1,Pass,high,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
UGA,MOROTO,KAABONG,UGAnOPV,nOPV2,Rnd2,21,2022-11-10T00:00:00Z,2022-11-14,2022-11-15,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MOROTO,KARENGA,UGA-2024-08-01_nOPV,nOPV2,Rnd1,25,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,37,23,60,36,23,59,1,Pass,high,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
UGA,MOROTO,KARENGA,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,35,25,60,34,25,59,1,Pass,high,0,0,0,0,0,0,1,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
UGA,MOROTO,KARENGA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-22T00:00:00Z,2022-01-26,2022-01-28,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MOROTO,KARENGA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-09T00:00:00Z,2022-11-13,2022-11-14,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MOROTO,KOTIDO,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,98.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,MOROTO,KOTIDO,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MOROTO,KOTIDO DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-21T00:00:00Z,2022-01-25,2022-01-26,31,29,60,30,27,57,3,Pass,high,0,0,1,0,0,0,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,66.67,0.05
UGA,MOROTO,KOTIDO DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-05T00:00:00Z,2022-11-09,2022-11-11,26,34,60,25,33,58,2,Pass,high,0,0,1,0,0,0,1,93.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
UGA,MOROTO,MOROTO,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MOROTO,MOROTO,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MOROTO,MOROTO DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-20T00:00:00Z,2022-01-24,2022-01-25,29,31,60,24,30,54,6,Fail,moderate,1,0,1,1,0,0,3,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.67,0,16.67,16.67,0,0,50,0.1
UGA,MOROTO,MOROTO DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-13,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MOROTO,NABILATUK,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MOROTO,NABILATUK,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MOROTO,NABILATUK DISTRICT,UGAnOPV,nOPV2,Rnd1,18,2022-01-17T00:00:00Z,2022-01-21,2022-01-26,20,40,60,16,34,50,10,Fail,poor,0,0,0,0,0,7,3,78.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0.17
UGA,MOROTO,NABILATUK DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-05T00:00:00Z,2022-11-09,2022-11-11,27,33,60,26,31,57,3,Pass,high,0,0,0,1,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,33.33,0.05
UGA,MOROTO,NAKAPIRIPIRIT,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,25,35,60,24,34,58,2,Pass,high,0,0,2,0,0,0,0,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
UGA,MOROTO,NAKAPIRIPIRIT,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MOROTO,NAKAPIRIPIRIT DISTRICT,UGAnOPV,nOPV2,Rnd1,18,2022-01-20T00:00:00Z,2022-01-24,2022-01-28,29,31,60,28,28,56,4,Fail,moderate,0,0,4,0,0,0,0,96.67,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.07
UGA,MOROTO,NAKAPIRIPIRIT DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-13,29,31,60,28,30,58,2,Pass,high,0,0,1,0,0,1,0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
UGA,MOROTO,NAPAK,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,32,28,60,24,22,46,14,Fail,poor,0,8,0,0,0,4,2,81.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.14,0,0,0,28.57,14.29,0.23
UGA,MOROTO,NAPAK,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,34,26,60,31,26,57,3,Pass,high,0,0,3,0,0,0,0,76.67,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
UGA,MOROTO,NAPAK DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-19T00:00:00Z,2022-01-23,2022-01-24,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,71.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,MOROTO,NAPAK DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-13,23,37,60,20,35,55,5,Fail,moderate,0,0,0,0,0,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.08
UGA,MUBENDE,KASSANDA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-17T00:00:00Z,2022-01-21,2022-01-24,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MUBENDE,KASSANDA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2023-02-03T00:00:00Z,2023-02-07,2023-02-07,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MUBENDE,KIBOGA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-17T00:00:00Z,2022-01-21,2022-01-23,37,23,60,17,13,30,30,Fail,very poor,0,0,0,0,0,11,19,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.67,63.33,0.5
UGA,MUBENDE,KIBOGA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-11-13,35,25,60,28,22,50,10,Fail,poor,0,0,0,0,0,5,5,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.17
UGA,MUBENDE,KYANKWANZI DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-11-10,27,33,60,27,30,57,3,Pass,high,1,0,1,0,0,1,0,90,0,0,1,0,0,0,0,0,0,0,1,0,0,0,33.33,0,33.33,0,0,33.33,0,0.05
UGA,MUBENDE,LUWERO DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-17T00:00:00Z,2022-01-21,2022-01-22,29,31,60,24,22,46,14,Fail,poor,0,2,0,0,0,10,2,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,71.43,14.29,0.23
UGA,MUBENDE,LUWERO DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-11T00:00:00Z,2022-11-15,2022-11-16,31,29,60,23,21,44,16,Fail,poor,0,4,5,0,0,6,1,86.67,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,25,31.25,0,0,37.5,6.25,0.27
UGA,MUBENDE,MITYANA,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-13,30,30,60,29,26,55,5,Fail,moderate,1,0,4,0,0,0,0,91.67,2,0,0,0,1,1,0,0,1,0,0,0,0,0,20,0,80,0,0,0,0,0.08
UGA,MUBENDE,MUBENDE,UGAnOPV,nOPV2,Rnd2,21,2023-01-26T00:00:00Z,2023-01-30,2023-01-31,33,27,60,24,17,41,19,Fail,poor,1,0,3,0,1,12,2,70,1,0,0,0,2,0,0,0,0,0,0,1,0,0,5.26,0,15.79,0,5.26,63.16,10.53,0.32
UGA,MUBENDE,NAKASEKE DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-18T00:00:00Z,2022-01-22,2022-01-24,34,26,60,13,6,19,41,Fail,very poor,0,7,0,0,0,9,25,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07,0,0,0,21.95,60.98,0.68
UGA,MUBENDE,NAKASEKE DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-13,29,31,60,24,29,53,7,Fail,moderate,0,2,4,0,0,0,1,81.67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,57.14,0,0,0,14.29,0.12
UGA,MUBENDE,NAKASONGOLA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-19T00:00:00Z,2022-01-23,2022-01-25,31,29,60,30,25,55,5,Fail,moderate,0,0,0,0,0,4,1,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0.08
UGA,MUBENDE,NAKASONGOLA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-12T00:00:00Z,2022-11-16,2022-11-18,33,27,60,32,25,57,3,Pass,high,0,0,0,0,0,1,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0.05
UGA,SOROTI,AMURIA,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,SOROTI,AMURIA,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,27,33,60,26,32,58,2,Pass,high,0,1,1,0,0,0,0,96.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
UGA,SOROTI,AMURIA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-12,29,31,60,28,23,51,9,Fail,poor,0,7,2,0,0,0,0,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.78,22.22,0,0,0,0,0.15
UGA,SOROTI,BUKEDEA,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,31,29,60,31,27,58,2,Pass,high,0,2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
UGA,SOROTI,BUKEDEA,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,28,32,60,28,31,59,1,Pass,high,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
UGA,SOROTI,BUKEDEA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-13,24,36,60,18,31,49,11,Fail,poor,0,6,2,0,0,0,3,96.67,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,54.55,18.18,0,0,0,27.27,0.18
UGA,SOROTI,KABERAMAIDO,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,29,31,60,29,28,57,3,Pass,high,0,0,0,0,0,2,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0.05
UGA,SOROTI,KABERAMAIDO,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,SOROTI,KABERAMAIDO DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-18T00:00:00Z,2022-01-22,2022-01-24,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,SOROTI,KABERAMAIDO DISTRICT,UGAnOPV,nOPV2,Rnd2,16,2022-11-07T00:00:00Z,2022-11-11,2022-11-13,29,31,60,28,30,58,2,Pass,high,0,0,0,0,0,1,1,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.03
UGA,SOROTI,KALAKI,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,28,32,60,26,31,57,3,Pass,high,0,0,1,0,0,2,0,91.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,66.67,0,0.05
UGA,SOROTI,KALAKI,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,30,30,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,93.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,SOROTI,KALAKI DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-19T00:00:00Z,2022-01-23,2022-01-24,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,SOROTI,KALAKI DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-11-14,32,28,60,28,22,50,10,Fail,poor,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.17
UGA,SOROTI,KAPELEBYONG,UGA-2024-08-01_nOPV,nOPV2,Rnd1,26,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,29,31,60,23,29,52,8,Fail,moderate,0,6,0,0,0,2,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,25,0,0.13
UGA,SOROTI,KAPELEBYONG,UGA-2024-08-01_nOPV,nOPV2,Rnd2,20,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,25,35,60,25,34,59,1,Pass,high,0,1,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
UGA,SOROTI,KAPELEBYONG,UGAnOPV,nOPV2,Rnd2,21,2022-11-09T00:00:00Z,2022-11-13,2022-11-14,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,SOROTI,KATAKWI,UGA-2024-08-01_nOPV,nOPV2,Rnd1,25,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,34,26,60,33,26,59,1,Pass,high,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
UGA,SOROTI,KATAKWI,UGA-2024-08-01_nOPV,nOPV2,Rnd2,20,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,23,27,50,22,26,48,12,Fail,poor,0,0,2,0,0,0,10,100,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,83.33,0.24
UGA,SOROTI,KATAKWI DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-20T00:00:00Z,2022-01-24,2022-01-26,27,33,60,27,32,59,1,Pass,high,0,0,0,0,0,0,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
UGA,SOROTI,KATAKWI DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-05T00:00:00Z,2022-11-09,2022-11-11,30,30,60,28,29,57,3,Pass,high,0,0,0,0,0,3,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.05
UGA,SOROTI,KUMI,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,26,34,60,24,32,56,4,Fail,moderate,0,0,0,0,0,1,3,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,0.07
UGA,SOROTI,KUMI,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,30,30,60,28,30,58,2,Pass,high,0,0,0,0,0,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.03
UGA,SOROTI,KUMI DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-10T00:00:00Z,2022-11-14,2022-11-15,32,28,60,29,28,57,3,Pass,high,0,0,0,0,0,3,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.05
UGA,SOROTI,NGORA,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,25,35,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,98.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,SOROTI,NGORA,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,34,26,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,96.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,SOROTI,NGORA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-18T00:00:00Z,2022-01-22,2022-01-24,27,33,60,25,30,55,5,Fail,moderate,0,0,3,0,0,0,2,98.33,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,40,0.08
UGA,SOROTI,NGORA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-09T00:00:00Z,2022-11-13,2022-11-13,35,25,60,31,20,51,9,Fail,poor,0,0,0,0,0,4,5,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44,55.56,0.15
UGA,SOROTI,SERERE,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,23,37,60,23,34,57,3,Pass,high,0,1,0,0,0,0,2,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,66.67,0.05
UGA,SOROTI,SERERE,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,35,25,60,32,24,56,4,Fail,moderate,0,0,4,0,0,0,0,98.33,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.07
UGA,SOROTI,SERERE DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-18T00:00:00Z,2022-01-22,2022-01-23,33,27,60,32,24,56,4,Fail,moderate,0,0,0,0,0,1,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,0.07
UGA,SOROTI,SERERE DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-12,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,98.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,SOROTI,SOROTI,UGA-2024-08-01_nOPV,nOPV2,Rnd1,20,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,28,32,60,24,30,54,6,Fail,moderate,0,1,0,0,0,2,3,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,33.33,50,0.1
UGA,SOROTI,SOROTI,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,25,35,60,23,35,58,2,Pass,high,1,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,0,50,0,0.03
UGA,SOROTI,SOROTI CITY,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,28,32,60,22,27,49,11,Fail,poor,0,2,2,0,0,5,2,80,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.18,18.18,0,0,45.45,18.18,0.18
UGA,SOROTI,SOROTI CITY,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,27,33,60,27,29,56,4,Fail,moderate,1,1,1,0,0,1,0,81.67,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25,25,25,0,0,25,0,0.07
UGA,SOROTI,SOROTI CITY,UGAnOPV,nOPV2,Rnd2,21,2022-11-05T00:00:00Z,2022-11-09,2022-11-10,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,SOROTI,SOROTI DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-18T00:00:00Z,2022-01-22,2022-01-24,32,28,60,23,18,41,19,Fail,poor,0,2,0,0,0,17,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,89.47,0,0.32
UGA,SOROTI,SOROTI DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-05T00:00:00Z,2022-11-09,2022-11-10,33,27,60,30,26,56,4,Fail,moderate,0,0,0,0,0,4,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.07
