country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_in_playground,abs_reason_market,abs_reason_other,abs_reason_school,abs_reason_travelled,abs_reason_farm,nc_reason_no_care_giver_consent,nc_reason_no_felt_need,nc_reason_too_many_rnd,nc_reason_vaccines_safety,nc_reason_others,nc_reason_covid_19,nc_reason_religious_cultural,nc_reason_child_sick,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
ETH,OROMIA,HORO GUDURU,ADDIS ABABA,nOPV2,Rnd1,43,2021-10-22T00:00:00Z,2021-10-26,2022-04-19,69,61,130,68,58,126,4,Fail,moderate,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
ETH,OROMIA,HORRO GUDURU WALLAGA,Addis Ababa,,Rnd1,65,2025-02-20T00:00:00Z,2025-02-24,2025-02-28,100,120,220,99,118,217,3,Pass,high,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,33.33,0,0.01
ETH,OROMIA,HORRO GUDURU WALLAGA,Addis Ababa,,Rnd2,71,2025-05-28T00:00:00Z,2025-06-01,2025-06-08,111,99,210,110,99,209,1,Pass,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
ETH,OROMIA,HORRO GUDURU WALLAGA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,65,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,99,101,200,98,98,196,4,Fail,moderate,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.02
ETH,OROMIA,IAB,Addis Ababa,,Rnd0,63,2025-10-13T00:00:00Z,2025-10-17,2025-10-19,91,89,180,90,87,177,3,Pass,high,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ETH,OROMIA,IAB,Addis Ababa,,Rnd1,60,2025-02-17T00:00:00Z,2025-02-21,2025-03-02,82,108,190,81,107,188,2,Pass,high,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.01
ETH,OROMIA,IAB,Addis Ababa,,Rnd2,63,2025-06-03T00:00:00Z,2025-06-07,2025-06-09,88,92,180,87,92,179,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.01
ETH,OROMIA,IAB,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,63,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,105,75,180,103,74,177,3,Pass,high,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,33.33,0.02
ETH,OROMIA,ILLUBABOR,ADDIS ABABA,nOPV2,Rnd1,144,2021-10-18T00:00:00Z,2021-10-22,2022-04-22,262,238,500,261,237,498,2,Pass,high,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
ETH,OROMIA,JIMA,ADDIS ABABA,nOPV2,Rnd1,144,2021-10-18T00:00:00Z,2021-10-22,2022-04-24,249,251,500,248,245,493,7,Fail,moderate,0,0,3,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,42.86,28.57,0,28.57,0,0.01
ETH,OROMIA,JIMMA,Addis Ababa,,Rnd1,146,2025-02-17T00:00:00Z,2025-02-21,2025-06-09,243,237,480,240,235,475,5,Fail,moderate,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0.01
ETH,OROMIA,JIMMA,Addis Ababa,,Rnd2,109,2025-05-27T00:00:00Z,2025-05-31,2025-12-22,171,149,320,164,143,307,13,Fail,poor,0,4,2,0,1,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30.77,15.38,0,7.69,30.77,15.38,0.04
ETH,OROMIA,JIMMA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,87,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,122,138,260,122,136,258,2,Pass,high,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.01
ETH,OROMIA,JIMMA,ETH-2026-03-nOPV2-sNID,nOPV2,Rnd5,4,2026-03-23T00:00:00Z,2026-03-27,2026-03-29,18,12,30,18,12,30,30,Fail,very poor,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
ETH,OROMIA,JIMMA TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,31,29,60,29,29,58,2,Pass,high,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
ETH,OROMIA,KELEM,ADDIS ABABA,nOPV2,Rnd1,38,2021-10-23T00:00:00Z,2021-10-27,2022-04-21,62,58,120,61,58,119,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.01
ETH,OROMIA,KELEM WALAGA,Addis Ababa,,Rnd0,63,2025-10-12T00:00:00Z,2025-10-16,2025-10-19,93,87,180,90,85,175,5,Fail,moderate,0,0,3,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,60,0,0,40,0,0.03
ETH,OROMIA,KELEM WALAGA,Addis Ababa,,Rnd1,63,2025-02-24T00:00:00Z,2025-02-28,2025-03-29,87,93,180,82,86,168,12,Fail,poor,0,3,3,1,0,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,25,8.33,0,33.33,8.33,0.07
ETH,OROMIA,KELEM WALAGA,Addis Ababa,,Rnd2,63,2025-06-01T00:00:00Z,2025-06-05,2025-06-09,95,85,180,92,84,176,4,Fail,moderate,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,25,0,0,25,0.02
ETH,OROMIA,KELEM WALAGA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,63,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,82,98,180,81,95,176,4,Fail,moderate,0,1,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0.02
ETH,OROMIA,MAYA CITY,Addis Ababa,,Rnd0,21,2025-10-13T00:00:00Z,2025-10-17,2025-10-19,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,MAYA CITY,Addis Ababa,,Rnd1,21,2025-02-24T00:00:00Z,2025-02-28,2025-03-02,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,MAYA CITY,Addis Ababa,,Rnd2,21,2025-06-04T00:00:00Z,2025-06-08,2025-06-10,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,MAYA CITY,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,METTU TOWN,Addis Ababa,,Rnd0,21,2025-10-13T00:00:00Z,2025-10-17,2025-10-19,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,METTU TOWN,Addis Ababa,,Rnd1,21,2025-02-24T00:00:00Z,2025-02-28,2025-03-02,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,METTU TOWN,Addis Ababa,,Rnd2,21,2025-06-03T00:00:00Z,2025-06-07,2025-06-09,32,28,60,31,28,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0.02
ETH,OROMIA,METTU TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,35,25,60,35,24,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ETH,OROMIA,MODJO TOWN,Addis Ababa,,Rnd1,21,2025-02-24T00:00:00Z,2025-02-28,2025-03-03,32,28,60,31,28,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
ETH,OROMIA,MODJO TOWN,Addis Ababa,,Rnd2,21,2025-06-03T00:00:00Z,2025-06-07,2025-06-09,35,25,60,35,24,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
ETH,OROMIA,MODJO TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,MOYALE TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,22,38,60,21,38,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ETH,OROMIA,NEDJO TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,NEKEMTE T,ADDIS ABABA,nOPV2,Rnd1,42,2021-10-24T00:00:00Z,2021-10-28,2022-04-20,59,61,120,59,57,116,4,Fail,moderate,0,0,3,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,25,0.03
ETH,OROMIA,NEKEMTE TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,41,19,60,39,19,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
ETH,OROMIA,NORTH SHOA,ADDIS ABABA,nOPV2,Rnd1,25,2021-10-17T00:00:00Z,2021-10-21,2022-04-28,43,57,100,43,56,99,1,Pass,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.01
ETH,OROMIA,NORTH SHOA,Addis Ababa,,Rnd1,105,2025-02-27T00:00:00Z,2025-03-03,2025-03-07,157,143,300,156,142,298,2,Pass,high,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0.01
ETH,OROMIA,NORTH SHOA,Addis Ababa,,Rnd2,101,2025-06-02T00:00:00Z,2025-06-06,2025-06-10,166,134,300,165,133,298,2,Pass,high,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.01
ETH,OROMIA,NORTH SHOA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,112,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,165,155,320,163,149,312,8,Fail,moderate,0,3,5,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,0,0.03
ETH,OROMIA,ROBE TOWN,Addis Ababa,,Rnd1,21,2025-02-27T00:00:00Z,2025-03-03,2025-03-05,35,25,60,34,24,58,2,Pass,high,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
ETH,OROMIA,ROBE TOWN,Addis Ababa,,Rnd2,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-08,27,33,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
ETH,OROMIA,ROBE TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,41,19,60,41,19,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,SENDAFA BEKE TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,SHAGAR CITY,Addis Ababa,,Rnd1,167,2024-10-12T00:00:00Z,2024-10-16,2024-12-14,239,251,490,233,248,481,9,Fail,poor,0,6,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.02
ETH,OROMIA,SHAGAR CITY,Addis Ababa,,Rnd2,167,2024-12-09T00:00:00Z,2024-12-13,2024-12-17,245,225,470,240,223,463,7,Fail,moderate,0,0,5,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,71.43,0,0,0,28.57,0.01
ETH,OROMIA,SHAGER CITY,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,106,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,155,145,300,151,139,290,10,Fail,poor,1,2,2,0,0,0,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,10,20,20,0,0,0,50,0.03
ETH,OROMIA,SHAKISO TOWN,Addis Ababa,,Rnd1,21,2025-02-24T00:00:00Z,2025-02-28,2025-03-04,29,31,60,28,31,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ETH,OROMIA,SHAKISO TOWN,Addis Ababa,,Rnd2,21,2025-05-26T00:00:00Z,2025-05-30,2025-06-14,35,25,60,33,24,57,3,Pass,high,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0.05
ETH,OROMIA,SHAKISO TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,SHASHEMENE CITY,Addis Ababa,,Rnd1,84,2025-02-25T00:00:00Z,2025-03-01,2025-03-06,118,122,240,97,95,192,48,Fail,very poor,0,35,7,0,3,3,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,72.92,14.58,0,6.25,6.25,0,0.2
ETH,OROMIA,SHASHEMENE CITY,Addis Ababa,,Rnd2,84,2025-05-29T00:00:00Z,2025-06-02,2025-06-11,115,125,240,114,123,237,3,Pass,high,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0.01
ETH,OROMIA,SHASHEMENE CITY,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,63,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,88,92,180,86,91,177,3,Pass,high,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,33.33,0,0.02
ETH,OROMIA,SHASHEMENE T.,ADDIS ABABA,nOPV2,Rnd1,21,2021-10-26T00:00:00Z,2021-10-30,2021-10-31,27,33,60,26,33,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
ETH,OROMIA,SHENO TOWN,Addis Ababa,,Rnd2,22,2025-05-27T00:00:00Z,2025-05-31,2025-06-09,36,34,70,36,34,70,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,SHENO TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,SOUTH WEST SHEWA,Addis Ababa,,Rnd1,74,2025-02-17T00:00:00Z,2025-02-21,2025-03-02,122,118,240,122,118,240,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,SOUTH WEST SHEWA,Addis Ababa,,Rnd2,63,2025-06-09T00:00:00Z,2025-06-13,2025-06-16,82,98,180,82,98,180,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,SOUTH WEST SHEWA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,63,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,97,83,180,97,83,180,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,SW SHEWA,ADDIS ABABA,nOPV2,Rnd1,84,2021-10-24T00:00:00Z,2021-10-28,2022-04-22,124,116,240,124,116,240,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,W ARSI,ADDIS ABABA,nOPV2,Rnd1,108,2021-10-19T00:00:00Z,2021-10-23,2022-05-15,204,146,350,202,143,345,5,Fail,moderate,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,60,20,0.01
ETH,OROMIA,W GUJI,ADDIS ABABA,nOPV2,Rnd1,42,2021-10-26T00:00:00Z,2021-10-30,2022-04-22,68,52,120,67,52,119,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.01
ETH,OROMIA,W HARERGHE,ADDIS ABABA,nOPV2,Rnd1,144,2021-10-17T00:00:00Z,2021-10-21,2022-04-23,422,208,630,421,204,625,5,Fail,moderate,0,0,4,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,80,0,0,20,0,0.01
ETH,OROMIA,WEST ARSI,Addis Ababa,,Rnd1,95,2025-02-24T00:00:00Z,2025-02-28,2025-06-07,153,127,280,150,123,273,7,Fail,moderate,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,57.14,0,0.03
ETH,OROMIA,WEST ARSI,Addis Ababa,,Rnd2,74,2025-06-03T00:00:00Z,2025-06-07,2025-06-10,106,94,200,104,94,198,2,Pass,high,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.01
ETH,OROMIA,WEST ARSI,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,64,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,88,102,190,84,96,180,10,Fail,poor,2,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,10,70,0,0.05
ETH,OROMIA,WEST GUJI,Addis Ababa,,Rnd0,42,2025-10-14T00:00:00Z,2025-10-18,2025-10-20,64,56,120,63,53,116,4,Fail,moderate,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,25,25,0.03
ETH,OROMIA,WEST GUJI,Addis Ababa,,Rnd1,43,2025-02-18T00:00:00Z,2025-02-22,2025-03-02,79,51,130,77,50,127,3,Pass,high,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,33.33,0,0.02
ETH,OROMIA,WEST GUJI,Addis Ababa,,Rnd2,42,2025-06-03T00:00:00Z,2025-06-07,2025-06-09,66,54,120,64,51,115,5,Fail,moderate,0,0,3,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,60,0,0,40,0,0.04
ETH,OROMIA,WEST GUJI,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,44,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,71,59,130,68,57,125,5,Fail,moderate,0,0,4,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,80,0,0,20,0,0.04
ETH,OROMIA,WEST HARARGHE,Addis Ababa,,Rnd0,105,2025-10-13T00:00:00Z,2025-10-17,2025-10-20,159,141,300,156,138,294,6,Fail,moderate,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.33,16.67,0,0,50,0,0.02
ETH,OROMIA,WEST HARARGHE,Addis Ababa,,Rnd1,106,2025-02-20T00:00:00Z,2025-02-24,2025-03-03,153,157,310,152,156,308,2,Pass,high,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.01
ETH,OROMIA,WEST HARARGHE,Addis Ababa,,Rnd2,108,2025-05-28T00:00:00Z,2025-06-01,2025-06-11,162,148,310,161,147,308,2,Pass,high,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.01
ETH,OROMIA,WEST HARARGHE,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,105,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,171,129,300,166,127,293,7,Fail,moderate,0,3,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,42.86,57.14,0,0,0,0,0.02
ETH,OROMIA,WEST SHEWA,ADDIS ABABA,nOPV2,Rnd1,88,2021-10-19T00:00:00Z,2021-10-23,2022-04-23,147,113,260,145,112,257,3,Pass,high,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.01
ETH,OROMIA,WEST SHEWA,Addis Ababa,,Rnd1,128,2025-02-20T00:00:00Z,2025-02-24,2025-03-03,189,181,370,180,170,350,20,Fail,very poor,0,8,8,2,0,2,0,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,40,40,10,0,10,0,0.05
ETH,OROMIA,WEST SHEWA,Addis Ababa,,Rnd2,126,2025-06-01T00:00:00Z,2025-06-05,2025-06-10,171,189,360,162,182,344,16,Fail,poor,0,2,2,1,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12.5,12.5,6.25,0,68.75,0,0.04
ETH,OROMIA,WEST SHEWA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,106,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,145,165,310,140,162,302,8,Fail,moderate,0,4,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,50,25,0,0,25,0,0.03
ETH,OROMIA,WEST WELLEGA,ADDIS ABABA,nOPV2,Rnd1,68,2021-10-22T00:00:00Z,2021-10-26,2022-04-23,104,96,200,98,85,183,17,Fail,poor,0,4,9,1,0,1,2,0,2,0,3,0,3,1,0,0,0,0,0,0,0,0,0,23.53,52.94,5.88,0,5.88,11.76,0.09
ETH,OROMIA,WEST WOLLEGA,Addis Ababa,,Rnd1,101,2025-02-23T00:00:00Z,2025-02-27,2025-03-04,158,142,300,147,127,274,26,Fail,very poor,0,7,12,0,0,7,0,0,2,1,0,1,5,3,0,0,0,0,0,0,0,0,0,26.92,46.15,0,0,26.92,0,0.09
ETH,OROMIA,WEST WOLLEGA,Addis Ababa,,Rnd2,105,2025-06-02T00:00:00Z,2025-06-06,2025-06-10,160,140,300,156,138,294,6,Fail,moderate,0,1,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16.67,83.33,0,0,0,0,0.02
ETH,OROMIA,WEST WOLLEGA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,109,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,158,162,320,156,161,317,3,Pass,high,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.01
ETH,SIDAMA,AWASSA CA,ADDIS ABABA,nOPV2,Rnd1,42,2021-10-24T00:00:00Z,2021-10-28,2022-04-23,63,57,120,60,55,115,5,Fail,moderate,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,80,0,0.04
ETH,SIDAMA,CENTRAL SIDAMA,Addis Ababa,,Rnd1,44,2025-02-16T00:00:00Z,2025-02-20,2025-02-28,61,69,130,57,63,120,10,Fail,poor,0,0,6,2,0,2,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,60,20,0,20,0,0.08
ETH,SIDAMA,CENTRAL SIDAMA,Addis Ababa,,Rnd2,63,2025-06-01T00:00:00Z,2025-06-05,2025-06-06,89,91,180,89,89,178,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.01
ETH,SIDAMA,CENTRAL SIDAMA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,37,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,63,57,120,63,54,117,3,Pass,high,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,66.67,0,33.33,0,0,0.03
ETH,SIDAMA,EASTERN SIDAMA,Addis Ababa,,Rnd1,43,2025-02-16T00:00:00Z,2025-02-20,2025-03-01,69,61,130,65,48,113,17,Fail,poor,0,0,5,0,0,12,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,29.41,0,0,70.59,0,0.13
ETH,SIDAMA,EASTERN SIDAMA,Addis Ababa,,Rnd2,42,2025-05-31T00:00:00Z,2025-06-04,2025-06-06,71,49,120,71,49,120,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
